headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.0.role.roleTerm#text|metadata.mods.name.0.role.roleTerm@type|metadata.mods.name.0namePart|metadata.mods.name.1namePart|metadata.mods.name.2namePart|metadata.mods.note#text|metadata.mods.note@displayLabel|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.2.locationurl|metadata.mods.subject.0topic|metadata.mods.subject.1topic|metadata.mods.subject.2topic|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.6geographic|metadata.mods.subject.7geographic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modstypeOfResource
2020-03-27T03:01:58Z|wwiioh_2688|wwiioh|sound|dct|0012_003467_000349_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2688|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2688/datastream/TN/view|preview|creator|text|Higgins, Ray H.|G. Kurt Piehler|Ellen Eberts|This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2000-04-11|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Navy|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|Pacific|    |World War, 1939-1945|    |    |Higgins, Ray H.: WWII Oral History  - Part 5|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2258|wwiioh|sound|dct|0012_003467_000414_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2258|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2258/datastream/TN/view|preview|creator|text|Murphy, Charles E.|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|undated|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Murphy, Charles E.: WWII Oral History  - Part 6|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2446|wwiioh|sound|dct|0012_003467_000523_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2446|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2446/datastream/TN/view|preview|creator|text|Vavrin, Frank|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2005-11-14|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|United States. Army. Chaplain Corps.|Oral history -- United States.|    |World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|World War, 1939-1945|    |    |Vavrin, Frank: WWII Oral History  - Part 3|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2356|wwiioh|sound|dct|0012_003467_000547_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2356|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2356/datastream/TN/view|preview|creator|text|Wilson, Edgar|G. Kurt Piehler|Patrick Leverton|This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2004-03-01|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Wilson, Edgar: WWII Oral History  - Part 13|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2226|wwiioh|sound|dct|0012_003467_000357_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2226|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2226/datastream/TN/view|preview|creator|text|Jones, Jack D.|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|1989-10-02|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Jones, Jack D.: WWII Oral History  - Part 2|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2480|wwiioh|sound|dct|0012_003467_000351_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2480|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2480/datastream/TN/view|preview|creator|text|Higgs, Walter|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|1985-10-04|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|University of Tennessee, Knoxville. Center for the Study of War and Society|World War, 1939-1945|    |    |    |    |    |    |Higgs, Walter: WWII Oral History  - Part 2|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2328|wwiioh|sound|dct|0012_003467_000441_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2328|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2328/datastream/TN/view|preview|creator|text|Pointer, James|G. Kurt Piehler|Meghan Zammett|This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2003-04-08|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Pointer, James: WWII Oral History  - Part 8|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2617|wwiioh|sound|dct|0012_003467_000205_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2617|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2617/datastream/TN/view|preview|creator|text|Alexander, Richard|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2003-04-07|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Navy|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Alexander, Richard: WWII Oral History - Part 8|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2295|wwiioh|sound|dct|0012_003467_000471_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2295|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2295/datastream/TN/view|preview|creator|text|Servetnick, Harold|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2004-10-06|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |African|World War, 1939-1945|    |Servetnick, Harold: WWII Oral History  - Part 3|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2182|wwiioh|sound|dct|0012_003467_000284_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2182|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2182/datastream/TN/view|preview|creator|text|Davidson, Elvyn V. ?Doc?|G. Kurt Piehler|Jason Bowen|This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2000-04-04|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |World War, 1939-1945|    |    |Davidson, Elvyn V. ?Doc?: WWII Oral History  - Part 6|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2338|wwiioh|sound|dct|0012_003467_000531_01|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2338|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2338/datastream/TN/view|preview|creator|text|Walker, Arthur|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2004-05-10|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|Oral history -- United States.|World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|    |African|World War, 1939-1945|    |Walker, Arthur : WWII Oral History  - Part 3|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
2020-03-27T03:01:58Z|wwiioh_2439|wwiioh|sound|dct|0012_003467_000433_02|local|English|text|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2439|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/wwiioh%3A2439/datastream/TN/view|preview|creator|text|Pemberton, Olson|unknown|    |This object was added to the Digital Preservation Network in November 2017.|dpn|The University of Tennessee Libraries, Knoxville|2004-03-29|audio/wav|The University of Tennessee Libraries, Special Collections, Knoxville|original|Center for the Study of War and Society, UTK|http://digital.lib.utk.edu/collections/wwiioralhistories|United States. Army|United States. Army. Chaplain Corps.|Oral history -- United States.|    |World War, 1939-1945 -- Veterans -- United States|    |University of Tennessee, Knoxville. Center for the Study of War and Society|European|World War, 1939-1945|    |Pemberton, Olson: WWII Oral History  - Part 2|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|sound recording
